"iso3","country_name","region","sub_region","culture","area","landlocked","island_state","commu _pre_dis_ussr","west_europe","sub_saharan_africa","latin_america","MENA","former_commu","Pop_2015","Pop_2016","Pop_2017","Pop_2018","Pop_2019","Pop_2020","Pop_2021","Pop_2022","Pop_2023","GDPpc2015","GDPpc2016","GDPpc2017","GDPpc2018","GDPpc2019","GDPpc2020","GDPpc2021","GDPpc2022","GDPpc2023","2015Status","2015PR rating","2015CL rating","2015PR","2015CL","2016Status","2016PR rating","2016CL rating","2016PR","2016CL","2017Status","2017PR rating","2017CL rating","2017PR","2017CL","2018Status","2018PR rating","2018CL rating","2018PR","2018CL","2019Status","2019PR rating","2019CL rating","2019PR","2019CL","2020Status","2020PR rating","2020CL rating","2020PR","2020CL","2021Status","2021PR rating","2021CL rating","2021PR","2021CL","2022Status","2022PR rating","2022CL rating","2022PR","2022CL","2023Status","2023PR rating","2023CL rating","2023PR","2023CL","total_fh_2015","total_fh_2016","total_fh_2017","total_fh_2018","total_fh_2019","total_fh_2020","total_fh_2021","total_fh_2022","total_fh_2023","diffusion_fh_2015","diffusion_fh_2016","diffusion_fh_2017","diffusion_fh_2018","diffusion_fh_2019","diffusion_fh_2020","diffusion_fh_2021","diffusion_fh_2022","diffusion_fh_2023","Pop_log_2015","Pop_log_2016","Pop_log_2017","Pop_log_2018","Pop_log_2019","Pop_log_2020","Pop_log_2021","Pop_log_2022","Pop_log_2023","Pop_cat_2015","Pop_cat_2016","Pop_cat_2017","Pop_cat_2018","Pop_cat_2019","Pop_cat_2020","Pop_cat_2021","Pop_cat_2022","Pop_cat_2023","GDPpc_log_2015","GDPpc_log_2016","GDPpc_log_2017","GDPpc_log_2018","GDPpc_log_2019","GDPpc_log_2020","GDPpc_log_2021","GDPpc_log_2022","GDPpc_log_2023","area_log","lat_log","Pop_Density_2015","Pop_Density_2016","Pop_Density_2017","Pop_Density_2018","Pop_Density_2019","Pop_Density_2020","Pop_Density_2021","Pop_Density_2022","Pop_Density_2023","Pop_Density_log_2015","Pop_Density_log_2016","Pop_Density_log_2017","Pop_Density_log_2018","Pop_Density_log_2019","Pop_Density_log_2020","Pop_Density_log_2021","Pop_Density_log_2022","Pop_Density_log_2023","central_asia","east_asia","southeast_asia","south_asia","nordic","eastern_europe","mediterranean","carribbean","north_america","pacific_island","not_defined","Asia","Americas","Africa","Europe","Oceania","srNorth_Africa","srWest_Africa","srCentral_Africa","srEast_Africa","srSouthern_Africa","srCaucasus","srCentral_Asia","srMiddle_East","srEast_Asia","srSoutheast_Asia","srSouth_Asia","srNordic","srWestern_Europe","srEast_Central_Europe","srBalkans","srSouthern_Europe","srNorth_America","srCentral_America","srCarribbean","srSouth_America","srOceania"
"BEL","Belgium","Europe","Western Europe","Western Europe",33114,0,0,"No",1,0,0,0,0,11274196,11331422,11375158,11427054,11488980,11538604,11586195,11680210,11787423,57482.4215529381,57874.7130652423,58502.2552655238,59330.2315254643,60451.999688567,57307.0206161273,60611.5271350127,62668.9539715345,62876.2387717275,"F",1,1,40,57,"F",1,1,40,56,"F",1,1,40,55,"F",1,1,39,56,"F",1,1,39,57,"F",1,1,39,57,"F",1,1,39,57,"F",1,1,39,57,"F",1,1,39,57,97,96,95,95,96,96,96,96,96,77.8658479174916,77.3274656391844,76.6483297044498,76.1379692930734,75.7557950255145,75.7308841134376,75.2399224925282,74.8073618658828,74.6876051075759,16.2380271326065,16.243090132631,16.2469424128147,16.2514942597675,16.2568988730384,16.2612088411894,16.2653248611548,16.2734065146548,16.2825436735589,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.9592344679231,10.9660358335403,10.9768205840243,10.9908742615789,11.0096049355383,10.9561784190391,11.0122403707179,11.0456214520236,11.0489236093428,10.4077114326676,4.56556266203316,340.466147248898,342.194298484025,343.51506915504,345.082261279217,346.952346439572,348.45092710032,349.88811378873,352.727245273902,355.964939300598,5.83031569993892,5.83537869996343,5.83923098014716,5.84378282709991,5.84918744037089,5.85349740852188,5.85761342848721,5.86569508198723,5.87483224089137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BLZ","Belize","Americas","Central America","Not defined",22963,0,0,"No",0,0,0,0,0,356333,364705,373202,380226,385829,390812,395346,402733,411106,12339.4807382581,12062.7981699713,11574.452447147,11486.8029426009,11803.0879992669,10032.544497569,11677.4610095172,12569.8179433088,12455.2960650024,"F",1,2,36,51,"F",1,2,36,51,"F",1,2,36,51,"F",1,2,36,50,"F",1,2,36,50,"F",2,2,35,51,"F",2,1,34,53,"F",2,1,34,53,"F",2,1,34,53,87,87,87,86,86,86,87,87,87,64.0764964999401,63.1941187605698,62.7128585994692,62.4802639890556,61.4948916922898,60.9976994356336,60.4060071943812,59.6754913915359,59.1280511363972,12.7836209658849,12.8068440866013,12.8298751069978,12.8485210917588,12.8631495451098,12.8759819049229,12.8875166098306,12.9060290903408,12.9266063677685,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",9.42055921701632,9.39788146409584,9.35655557305341,9.34895408517985,9.37611647107076,9.21358953747327,9.36541585342975,9.43905381805131,9.42990119818874,10.0416395039189,4.13516655674236,15.5177023908026,15.882288899534,16.2523189478727,16.5582023254801,16.802203544833,17.0192048077342,17.2166528763663,17.5383442929931,17.9029743500414,2.74198146196607,2.76520458268247,2.7882356030789,2.80688158783994,2.82151004119096,2.83434240100407,2.84587710591172,2.86438958642192,2.88496686384965,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BEN","Benin","Africa","West Africa","Sub-Sahara",112622,0,0,"Post Communist",0,1,0,0,1,11360681,11697842,12039780,12383347,12726755,13070169,13413417,13759501,14111034,2952.00218338705,2962.66381572265,3041.77929984989,3155.4510650627,3281.10470051465,3317.8597222557,3464.2886286745,3588.33525858047,3721.2245272339,"F",2,2,32,49,"F",2,2,33,49,"F",2,2,33,49,"F",2,2,33,49,"F",2,2,32,47,"PF",4,2,21,45,"PF",4,2,21,44,"PF",5,3,17,42,"PF",5,3,17,42,81,82,82,82,79,66,65,59,59,53.2736576051124,54.1038606219368,54.0424332040183,53.4774586618311,52.816807970724,52.2689383106991,51.3405252280864,50.5937093576663,50.0514931331711,16.2456689166436,16.2749149383116,16.3037267252528,16.3318631440932,16.3592170283764,16.3858430158917,16.4117660326427,16.437240125277,16.4624676025048,"Large","Large","Large","Large","Large","Large","Large","Large","Large",7.99023892534985,7.99384408036106,8.02019791918462,8.05688673308047,8.09593544361155,8.10707519205548,8.15026258857683,8.18544365765983,8.22180806708893,11.6317923574859,3.94513529238302,100.874438386816,103.86817850864,106.904334854647,109.954955514908,113.004164372858,116.053426506366,119.101214682744,122.174184439985,125.295537284012,4.61387655915767,4.64312258082563,4.67193436776681,4.7000707866073,4.72742467089044,4.75405065840577,4.7799736751568,4.80544776779107,4.83067524501884,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTN","Bhutan","Asia","South Asia","South Asia",46620,1,0,"No",0,0,0,0,0,740618,747866,754335,759759,764824,770006,775442,780914,786385,12400.2983217758,13320.9758970472,13482.3425253264,13854.8543922424,14555.1883979698,12979.9369446336,13458.8126642925,14061.3120213689,NA,"PF",3,4,29,27,"PF",3,4,29,27,"PF",3,4,28,27,"PF",3,4,28,27,"PF",3,4,29,30,"PF",3,4,29,30,"PF",2,4,30,31,"PF",3,4,29,32,"PF",3,4,29,32,56,56,55,55,59,59,61,61,61,52.9122581194863,52.6237275238637,52.1398962616729,51.865315359521,51.267560449466,51.0415227398165,50.396604473993,49.4787192722312,49.4864437042748,13.5152402517842,13.5249790965233,13.5335918454016,13.5407565567108,13.5474010209801,13.5541535860073,13.561188468344,13.5682203075218,13.5752017733707,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",9.42547580951146,9.49709520695467,9.50913614721188,9.53639094784037,9.58570279996197,9.47116013235981,9.50738938714528,9.55118247689783,NA,10.7497849125897,4.2879447751752,15.886271986272,16.0417417417417,16.1805019305019,16.2968468468468,16.4054912054912,16.5166452166452,16.6332475332475,16.7506220506221,16.8679751179751,2.76545533919443,2.77519418393357,2.78380693281185,2.7909716441211,2.79761610839035,2.80436867341755,2.81140355575427,2.81843539493207,2.82541686078097,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"BOL","Bolivia","Americas","South America","Latin America",1098581,1,0,"No",0,0,1,0,0,11014705,11180020,11344587,11508368,11671386,11816299,11937360,12077154,12244159,9141.92841760819,9390.79064490474,9642.81396069058,9907.0625569677,9985.23048827288,9000.97564781423,9454.19814726348,9681.70742674425,9843.97014174079,"PF",3,3,29,39,"PF",3,3,29,39,"PF",3,3,29,39,"PF",3,3,28,39,"PF",3,3,28,39,"PF",3,3,25,38,"PF",3,3,27,39,"PF",3,3,27,39,"PF",3,3,27,39,68,68,68,67,67,63,66,66,66,65.8817053707989,65.6167615683221,65.1791526878762,64.9164016704994,64.6483735931073,64.2850231352102,63.9044129202189,63.5252818539781,63.2626258455204,16.2147417561986,16.2296388145984,16.2442512718314,16.2585849808969,16.2726507632774,16.2849904075448,16.2951835359537,16.3068261266873,16.3205595649154,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.12062662880286,9.14748476939296,9.17396824964467,9.20100317137398,9.20886232903596,9.10508825575562,9.15421417022636,9.17799355177661,9.1946143783634,13.9095299050023,3.35979640011681,10.0263021115421,10.1767825950021,10.3265822001291,10.4756663368473,10.6240559412551,10.7559651951017,10.8661628045633,10.9934124111012,11.1454312426667,2.30521185119623,2.32010890959605,2.33472136682903,2.34905507589456,2.3631208582751,2.37546050254248,2.38565363095132,2.39729622168501,2.41102965991308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BIH","Bosnia and Herzegovina","Europe","Balkans","Eastern European",51233,0,0,"Post Communist",0,0,0,0,1,3518541,3473003,3428682,3387000,3345533,3299349,3244907,3204802,3185073,14207.6170364809,14860.5944562545,15541.0150248586,16334.4225054088,17014.3599695707,16732.3454396879,18270.3351779512,19280.8873000514,19829.2822572462,"PF",4,3,23,37,"PF",4,3,22,35,"PF",4,4,21,34,"PF",4,4,21,34,"PF",4,4,19,34,"PF",4,4,19,34,"PF",4,4,19,34,"PF",4,4,19,34,"PF",4,4,18,34,60,57,55,55,53,53,53,53,52,70.4327612824124,69.9329737779545,69.1362760427572,68.3565220809299,67.6406293331538,67.5754561443567,67.1612543661868,67.0043040053982,66.9494909413164,15.0735569730138,15.0605301955323,15.0476864887369,15.0354551317999,15.0231365811528,15.0092357342486,14.9925972482335,14.9801608679574,14.973985766663,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.56153351079217,9.60646832125725,9.65123793870355,9.701029970206,9.74181297056902,9.72509897780008,9.81303399501391,9.86686958889246,9.89491502606536,10.8441391346565,4.49032023213864,68.6772392793707,67.7883981027853,66.9233111471122,66.1097339605332,65.3003532879199,64.398903050768,63.3362676399977,62.5534713953897,62.1683875627037,4.22941783835722,4.2163910608758,4.20354735408035,4.19131599714337,4.17899744649623,4.16509659959207,4.14845811357698,4.13602173330086,4.12984663200641,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BWA","Botswana","Africa","Southern Africa","Sub-Sahara",600372,1,0,"No",0,1,0,0,0,2203273,2234776,2266747,2299141,2332083,2365894,2401441,2439892,2480244,15994.99746552,16905.6237901209,17352.9293381836,17824.9505251476,18106.0168508915,16289.4202155885,17961.3576218457,18648.1355964132,18846.2504612042,"F",3,2,28,45,"F",3,2,28,45,"F",3,2,28,44,"F",3,2,28,44,"F",3,2,28,44,"F",3,2,28,44,"F",3,2,28,44,"F",3,2,28,44,"F",3,2,28,44,73,73,72,72,72,72,72,72,72,54.5315807230401,54.1059709477936,53.278731145582,52.6415642667662,52.2352798008558,51.8838992771296,51.3898958029043,50.8286265581438,50.9619612785592,14.6054545400314,14.6196515572934,14.6338563220267,14.6480461328781,14.6622724175859,14.6766665211644,14.6915795318069,14.7074643339947,14.7238675003982,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.68003129392909,9.73540161420216,9.76151660905914,9.78835446969086,9.80399958471492,9.69827110953167,9.7959779304161,9.83350145205408,9.84406925856506,13.3053047420777,3.02204941953369,3.66984636192227,3.72231882899269,3.77557081276275,3.82952735970365,3.88439667406208,3.94071342434357,3.99992171520324,4.06396700712225,4.13117866922508,1.30014979795375,1.31434681521574,1.32855157994898,1.34274139080044,1.35696767550818,1.37136177908668,1.38627478972918,1.40215959191701,1.41856275832056,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRA","Brazil","Americas","South America","Latin America",8511920,0,0,"No",0,0,1,0,0,201675532,203218114,204703445,206107261,207455459,208660842,209550294,210306415,211140729,18357.0690632249,17620.9272447823,17724.4799591551,17917.7492137276,18018.6209165513,17327.5157262925,18075.7060063108,18554.0461842977,19018.2390697496,"F",2,2,33,48,"F",2,2,33,48,"F",2,2,31,48,"F",2,2,31,47,"F",2,2,30,45,"F",2,2,31,44,"F",2,3,31,43,"F",2,3,31,42,"F",2,3,30,42,81,81,79,78,75,75,74,73,72,63.8456243374558,63.5872434611362,63.1858297269075,62.865843101982,62.6599147821549,62.2704565807805,61.9080347787869,61.4540662801118,61.2177210196741,19.1221706866914,19.1297904133963,19.1370728799965,19.1439072757108,19.1504272191716,19.1562207262686,19.1604743353408,19.1640761442495,19.1680354312053,"Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge",9.81777001435187,9.77684252266754,9.78270201157105,9.79354707672782,9.79916099752068,9.76005102138327,9.80232410608771,9.82844316739292,9.85315374872969,15.9569780920232,3.07976684926383,23.6933067979962,23.8745328903467,24.0490330031297,24.2139565456442,24.3723459571988,24.5139571330558,24.6184520061279,24.7072828457034,24.8052999793231,3.1651925946682,3.17281232137317,3.18009478797334,3.1869291836876,3.19344912714841,3.19924263424549,3.20349624331766,3.20709805222638,3.21105733918213,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BRN","Brunei","Asia","Southeast Asia","Southeast Asia",5765,0,1,"No",0,0,0,0,0,422212,427564,432772,437810,442680,447404,451721,455370,458949,81910.1883952688,78880.6229079102,78966.8642961288,78099.0507722008,80228.159656274,80280.8979480569,78248.7971101454,76357.8291017772,76828.3998314969,"NF",6,5,7,23,"NF",6,5,7,22,"NF",6,5,7,22,"NF",6,5,6,22,"NF",6,5,7,22,"NF",6,5,7,21,"NF",6,5,7,21,"NF",6,5,7,21,"NF",6,5,7,21,30,29,29,28,29,28,28,28,28,56.4692594283048,56.349265363544,55.8953799304312,55.6166031522675,55.3857436609447,55.0714784317619,54.4054476225924,53.5165978319839,53.5214288523939,12.953262836541,12.9658592637562,12.9779663094124,12.9895403052902,13.0006024403787,13.0112172685436,13.0208200115959,13.028865554289,13.0366943717583,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",11.3133786625347,11.2756908861509,11.2767836041704,11.2657331817488,11.2926298501358,11.2932869880502,11.2676487358899,11.2431858476526,11.2493296402531,8.65956043270316,3.91634690389127,73.2371205550737,74.1654813529922,75.0688638334779,75.9427580225499,76.7875108412836,77.6069384215091,78.3557675628794,78.9887250650477,79.609540329575,4.29370240383784,4.30629883105307,4.31840587670919,4.329979872587,4.34104200767556,4.35165683584041,4.36125957889273,4.36930512158585,4.37713393905512,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BGR","Bulgaria","Europe","Balkans","Eastern European",110994,0,0,"Post Communist",0,0,0,0,1,7177991,7127822,7075947,7025037,6975761,6934015,6877743,6643324,6446596,23870.0116396386,24765.5618018115,25632.1520823556,26476.1249974032,27673.376233555,26944.722097894,29278.7949805816,31536.1700739278,33111.7332099418,"F",2,2,33,46,"F",2,2,33,47,"F",2,2,33,47,"F",2,2,33,47,"F",2,2,33,47,"F",2,2,34,46,"F",2,2,33,45,"F",2,2,33,46,"F",2,2,33,46,79,80,80,80,80,80,78,79,79,65.8297900777724,65.1531180012603,64.3354748220558,63.7104780082847,63.1829504875796,63.4615889709592,63.1349695283973,63.0106070441138,63.0129594261541,15.7865300968578,15.7795162758793,15.7722118441264,15.7649910400741,15.757951983663,15.7519495684783,15.743801103763,15.7091229986027,15.6790627975239,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.080378206959,10.1172093300794,10.1516027831509,10.1839986623866,10.2282260831746,10.2015427166345,10.2846188121936,10.3588904223868,10.4076429761945,11.6172314247794,4.47676847118357,64.670081265654,64.2180838603888,63.7507162549327,63.292042813125,62.8480908877957,62.4719804674127,61.9649981080058,59.8530010631205,58.0805809323026,4.16929867207831,4.1622848510999,4.15498041934691,4.14775961529468,4.14072055888351,4.13471814369885,4.12656967898357,4.09189157382323,4.06183137274446,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BFA","Burkina Faso","Africa","West Africa","Sub-Sahara",274200,1,0,"No",0,1,0,0,0,18777487,19334856,19894407,20438288,20961952,21478690,21995243,22509038,23025776,2101.70266192027,2162.72578977814,2232.28781490944,2316.39432079045,2391.53626844484,2380.93171826574,2486.43093147762,2466.05331390054,2482.07225343805,"PF",6,3,9,36,"PF",4,3,21,38,"PF",4,3,23,40,"PF",4,3,23,37,"PF",4,3,23,37,"PF",4,4,23,33,"PF",4,4,23,31,"PF",4,4,23,30,"NF",7,4,3,27,45,59,63,60,60,56,54,53,30,57.6151412801703,57.3656393936697,56.8188846173234,56.4362225452786,56.0351490073531,55.4430178084261,54.629534690489,54.1134672785625,53.929433913495,16.7481692102241,16.777420035362,16.8059491949149,16.8329205624534,16.8582195428518,16.8825718387805,16.9063367606694,16.9294274754082,16.952124842035,"Large","Large","Large","Large","Large","Large","Large","Large","Large",7.65050308658834,7.67912464481364,7.71078226452014,7.74776708360905,7.77969122856874,7.77524716832081,7.81860360036204,7.81037430307718,7.81684907631507,12.5216130461104,4.05381176199226,68.4809883296864,70.5136980306346,72.5543654266958,74.5378847556528,76.4476732312181,78.3322027716995,80.2160576221736,82.0898541210795,83.9743836615609,4.22655616411378,4.25580698925163,4.28433614880455,4.31130751634303,4.33660649674145,4.36095879267019,4.38472371455902,4.4078144292978,4.43051179592466,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDI","Burundi","Africa","East Africa","Sub-Sahara",27834,1,0,"No",0,1,0,0,0,11047580,11239451,11506762,11859446,12255336,12617036,12965481,13321097,13689450,918.557192941296,897.459046433604,880.993440128706,868.555507579394,855.732720083122,833.920257458019,836.665571337829,829.38715963357,828.861074309521,"NF",6,5,11,21,"NF",7,6,5,14,"NF",7,6,5,14,"NF",7,6,4,14,"NF",7,6,3,11,"NF",7,6,3,10,"NF",7,6,4,10,"NF",7,6,4,10,"NF",7,6,4,10,32,19,19,18,14,13,14,14,14,48.6514335512791,48.3529456498468,47.5809823891012,46.8948573390405,46.5447086759725,46.1104670985295,45.5636354678661,45.1418873357376,45.2539858188762,16.2177219574182,16.2349405578206,16.2584454205292,16.2886352388071,16.3214719919492,16.350558522199,16.377801076151,16.4048595770427,16.4321360211471,"Large","Large","Large","Large","Large","Large","Large","Large","Large",6.82280417048069,6.79956748860667,6.78105017997055,6.76683149564739,6.75195808449023,6.72613778322865,6.72942443429889,6.72068706617999,6.72005255883551,10.2340135739798,3.73568343283659,396.909535100956,403.802938851764,413.406696845585,426.077674786233,440.300926923906,453.295825249695,465.814507436948,478.590824171876,491.824746712654,5.98370838343836,6.00092698384077,6.02443184654942,6.05462166482728,6.08745841796936,6.11654494821919,6.14378750217122,6.1708460030629,6.19812244716734,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPV","Cabo Verde","Africa","West Africa","Sub-Sahara",4033,0,1,"No",0,1,0,0,0,512394,512554,512893,513415,514104,514679,516649,519741,522331,7560.13649202469,7881.30336227784,8234.56000312459,8531.12961646549,9111.62993173269,7207.86853962048,7685.41921393669,8850.1066918812,9288.4021703944,"F",1,1,37,53,"F",1,1,37,53,"F",1,1,37,53,"F",1,1,37,53,"F",1,1,37,53,"F",1,1,38,54,"F",1,1,38,54,"F",1,1,38,54,"F",1,1,38,54,90,90,90,90,90,92,92,92,92,59.668716060162,59.4698533771456,59.1332120841522,59.211865604392,59.0115153059284,58.7124305179903,58.1279745243816,57.5173602861886,57.101337462999,13.1468491393343,13.1471613502978,13.1478225253996,13.1488397639772,13.1501808586008,13.1512986843422,13.1551190060943,13.161085889553,13.1660567655254,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",8.93064452351122,8.97224857047893,9.01609521108407,9.05147706037732,9.1173068910157,8.88292856100039,8.94708020411884,9.0881847935091,9.13652182243971,8.30226579487337,4.09767235231478,127.050334738408,127.090007438631,127.174063972229,127.303496156707,127.474336722043,127.61691048847,128.105380609968,128.87205554178,129.514257376643,4.84458334446092,4.8448955554244,4.84555673052628,4.84657396910381,4.84791506372739,4.84903288946883,4.85285321122095,4.85882009467965,4.86379097065205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KHM","Cambodia","Asia","Southeast Asia","Southeast Asia",181035,0,0,"Post Communist",0,0,0,0,1,15623251,15852803,16073372,16274522,16481304,16725474,16974305,17201724,17423880,4968.57276699143,5283.72964943779,5632.03125629342,6050.59088262205,6448.88455952805,6128.78243783335,6225.5326547474,6456.7382143272,6690.58942585792,"NF",6,5,11,20,"NF",6,5,11,21,"NF",6,5,11,20,"NF",6,5,10,20,"NF",6,5,6,20,"NF",7,5,5,20,"NF",7,5,5,19,"NF",7,5,5,19,"NF",7,5,5,19,31,32,31,30,26,25,24,24,24,52.1978214090635,52.0054417420946,51.6316041072119,51.2922005446593,51.2334714534243,51.0403408738459,50.3119032644381,49.153017175331,49.2063709223506,16.5642708113214,16.5788568880781,16.5926745476871,16.6051113754279,16.6177372055289,16.6324435043841,16.6472112880083,16.6605201693189,16.6733522370788,"Large","Large","Large","Large","Large","Large","Large","Large","Large",8.51088790823015,8.5723875003359,8.63622544759049,8.70791121280492,8.7716624583273,8.72075138568378,8.73641428469995,8.77287954887864,8.80845725475062,12.1064456617201,4.04070922915617,86.299616096335,87.5676139972933,88.7859916590715,89.8971027701826,91.039323887646,92.3880686055183,93.7625597260198,95.0187753749275,96.2459192973734,4.45782514960133,4.47241122635801,4.486228885967,4.49866571370779,4.51129154380877,4.52599784266404,4.54076562628816,4.55407450759877,4.56690657535871,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CMR","Cameroon","Africa","Central Africa","Sub-Sahara",475442,0,0,"No",0,1,0,0,0,22763414,23454161,24128601,24806383,25506095,26210558,26915758,27632771,28372687,4698.66677843587,4767.13186148953,4797.97544185544,4851.48003949961,4882.35560028896,4763.48194388066,4793.55628200196,4843.65038202917,4870.57076514365,"NF",6,6,9,16,"NF",6,6,9,15,"NF",6,6,9,15,"NF",6,6,9,13,"NF",6,6,7,12,"NF",6,6,7,11,"NF",6,6,7,9,"NF",6,6,6,9,"NF",6,6,6,9,25,24,24,22,19,18,16,15,15,50.9887748369043,50.8513022347856,50.2512773839563,49.3584138113111,48.9774421562688,48.5570040630068,48.0095744230166,47.3229634489124,46.9638452838442,16.9406651559735,16.9705584784803,16.9989084582992,17.0266115570512,17.0544280011759,17.0816728646571,17.1082224723152,17.1345129814113,17.1609375150248,"Large","Large","Large","Large","Large","Large","Large","Large","Large",8.45503408329528,8.46950011613745,8.47594932497375,8.48703910016226,8.49338308735987,8.46873418062441,8.4750278537649,8.48542392659941,8.49096640944406,13.0720001766613,3.89453762324452,47.878424707956,49.3312770011905,50.7498306838689,52.1754136151202,53.6471220464326,55.1288232844385,56.6120746589489,58.1201723869578,59.6764421317427,3.86866497931219,3.89855830181897,3.92690828163789,3.95461138038982,3.98242782451452,4.00967268799575,4.03622229565382,4.06251280474995,4.08893733836343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
